domain,phylum,class,order,family,genus,species,L,R,S,kit_id
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1265,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1280,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1286,0,0,0.000634,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1289,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species129,0,0.016249,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1298,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1305,0,0,0.000289,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1360,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1385,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1391,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1529,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species1587,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species347,0,0,0.000298,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species378,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species449,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species482,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species521,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species55,0,0,0.000022,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species648,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species691,0,0,0.000229,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species805,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown species893,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus asahii,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus badius,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus endophyticus,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus firmus,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus flexus,0,0.002515,0.001915,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus fumarioli,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus ginsengihumi,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus humi,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus muralis,0,0,0.001395,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus selenatarsenatis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Thalassobacillus,Unknown species5,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Unknown species11,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus picturae,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Alteribacillus,Unknown species7,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus aerius,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus altitudinis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus amyloliquefaciens,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus circulans,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus drentensis,0,0,0.003161,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus foraminis,0,0,0.001414,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus licheniformis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus litoralis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus niabensis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus niacini,0,0,0.017732,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus safensis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus soli,0,0,0.000399,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus sonorensis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus subtilis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus thermolactis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus thuringiensis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus vireti,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Unknown genus10,Unknown species1,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Gracilibacillus,Gracilibacillus dipsosauri,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Gracilibacillus,Gracilibacillus saliphilus,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Halobacillus,Halobacillus trueperi,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Oceanobacillus,Unknown species25,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Oceanobacillus,Unknown species9,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Oceanobacillus,Oceanobacillus kimchii,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Piscibacillus,Unknown species5,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Terribacillus,Terribacillus goriensis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Terribacillus,Terribacillus saccharophilus,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,Unknown species137,0,0,0.000111,50
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,Unknown species2,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Unknown species35,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus lentimorbus,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus mucilaginosus,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Unknown genus24,Unknown species2,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Unknown genus33,Unknown species2,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Unknown species39,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Unknown species45,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus boronitolerans,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus odysseyi,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,Unknown species3,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus pycnus,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris,0,0,0.001071,50
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Unknown species31,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,Unknown species11,0,0,0,50
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,Unknown species3,0,0,0,50
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,0,0,0,50
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1178,0,0,0,50
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,0,0,0,50
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,0,0,0,50
Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,Unknown species42,0,0,0,50
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unknown species1094,0,0,0,50
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium XI,Unknown species115,0,0,0,50
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium XI,Unknown species140,0,0,0,50
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,0,0,0,50
Bacteria,Firmicutes,Clostridia,Clostridiales,Unknown family,Unknown genus1847,Unknown species1,0,0,0,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species13,0,0,0.00508,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species33,0,0,0,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species45,0,0,0,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species48,0,0,0,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species5,0,0,0,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species527,0,0,0.000352,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species532,0,0,0.001724,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species554,0,0,0.00312,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species573,0,0,0.019668,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species577,0,0,0,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species97,0,0,0,50
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species99,0,0,0.002828,50
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Unknown species257,0,0,0,50
Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unknown family,Unknown genus132,Unknown species3,0,0,0.000382,50
Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unknown family,Unknown genus19,Unknown species2,0,0,0.000633,50
Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unknown family,Unknown genus51,Unknown species1,0,0,0.000517,50
Bacteria,Planctomycetes,Pla4,Unknown order,Unknown family,Unknown genus3,Unknown species5,0,0,0,50
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Unknown species75,0,0,0,50
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Aquisphaera,Unknown species18,0,0,0.000625,50
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Unknown genus160,Unknown species1,0,0,0.000102,50
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,Unknown species92,0,0,0.000176,50
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species280,0,0,0,50
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species292,0,0,0,50
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species356,0,0,0,50
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species437,0,0,0,50
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species64,0,0,0,50
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species80,0,0.001363,0.000306,50
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species94,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis biprosthecium,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unknown species100,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unknown species12,0,0,0.000986,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unknown species2,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unknown species20,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unknown species35,0,0,0.001088,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter vibrioides,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species22,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species6,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species69,0,0,0.001123,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species72,0,0,0.00517,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species74,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species78,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium koreense,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unknown family,Unknown genus19,Unknown species1,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unknown family,Unknown genus4,Unknown species2,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unknown family,Unknown genus63,Unknown species1,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Unknown genus2,Unknown species1,0,0,0.001245,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Afipia felis,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unknown genus30,Unknown species1,0,0,0.006692,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species17,0,0,0.011723,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species2,0,0,0.012423,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species30,0,0,0.007873,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species34,0,0,0.000109,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species35,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species62,0,0,0.023689,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species63,0,0,0.003442,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species66,0,0,0.003405,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species68,0,0,0.002483,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species69,0,0,0.002874,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species7,0,0,0.043049,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species71,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species73,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species75,0,0,0.000717,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species9,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Unknown species23,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Unknown species86,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown species108,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown species110,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown species93,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium canariense,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium diazoefficiens,0,0,0.00094,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium elkanii,0,0.034111,0.005398,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter vulgaris,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter winogradskyi,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unknown species12,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unknown species132,0,0,0.001675,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unknown species200,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unknown species215,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unknown species32,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unknown species178,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unknown species179,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unknown species184,0,0,0.00009,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species172,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species177,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species369,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species387,0,0,0.001308,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species389,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species412,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species419,0,0,0.002823,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species426,0,0,0.000618,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species477,0,0,0.000058,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Unknown species115,0.001258,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Unknown species15,0,0,0.000479,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium extorquens,0,0,0.00082,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium fujisawaense,0,0,0.000255,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium mesophilicum,0,0,0.00069,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium oxalidis,0,0,0.001053,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium soli,0,0,0.002272,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Unknown species27,0,0,0.005627,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Unknown species4,0,0,0.001593,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga aerilata,0,0,0.002538,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga aerophila,0,0,0.007565,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga flocculans,0,0,0.008999,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga guangxiensis,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga subterranea,0,0,0.002354,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Unknown species1,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Defluvibacter,Unknown species4,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Unknown species14,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Unknown species38,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Unknown species7,0,0,0.001099,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium amorphae,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium loti,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium opportunistum,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,Phyllobacterium endophyticum,0,0,0.00127,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown species108,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown species117,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown species165,0,0,0,50
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown species170,0,0,0,50
