domain,phylum,class,order,family,genus,species,L,R,S,kit_id
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus amyloliquefaciens,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus circulans,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus drentensis,0,0,0.003161,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus foraminis,0,0,0.001414,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus licheniformis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus litoralis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus niabensis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus niacini,0,0,0.017732,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus safensis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus soli,0,0,0.000399,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus sonorensis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus subtilis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus thermolactis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus thuringiensis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Bacillus vireti,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Unknown genus10,Unknown species1,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Gracilibacillus,Gracilibacillus dipsosauri,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Gracilibacillus,Gracilibacillus saliphilus,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Halobacillus,Halobacillus trueperi,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Oceanobacillus,Unknown species25,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Oceanobacillus,Unknown species9,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Oceanobacillus,Oceanobacillus kimchii,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Piscibacillus,Unknown species5,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Terribacillus,Terribacillus goriensis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Terribacillus,Terribacillus saccharophilus,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,Unknown species137,0,0,0.000111,28
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,Unknown species2,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Unknown species35,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus lentimorbus,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus mucilaginosus,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Unknown genus24,Unknown species2,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Unknown genus33,Unknown species2,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Unknown species39,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Unknown species45,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus boronitolerans,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,Lysinibacillus odysseyi,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,Unknown species3,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus pycnus,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris,0,0,0.001071,28
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Unknown species31,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,Unknown species11,0,0,0,28
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,Unknown species3,0,0,0,28
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,0,0,0,28
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Unknown species1178,0,0,0,28
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,0,0,0,28
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,0,0,0,28
Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,Unknown species42,0,0,0,28
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unknown species1094,0,0,0,28
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium XI,Unknown species115,0,0,0,28
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium XI,Unknown species140,0,0,0,28
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,0,0,0,28
Bacteria,Firmicutes,Clostridia,Clostridiales,Unknown family,Unknown genus1847,Unknown species1,0,0,0,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species13,0,0,0.00508,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species33,0,0,0,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species45,0,0,0,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species48,0,0,0,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species5,0,0,0,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species527,0,0,0.000352,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species532,0,0,0.001724,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species554,0,0,0.00312,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species573,0,0,0.019668,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species577,0,0,0,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species97,0,0,0,28
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unknown species99,0,0,0.002828,28
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Unknown species257,0,0,0,28
Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unknown family,Unknown genus132,Unknown species3,0,0,0.000382,28
Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unknown family,Unknown genus19,Unknown species2,0,0,0.000633,28
Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unknown family,Unknown genus51,Unknown species1,0,0,0.000517,28
Bacteria,Planctomycetes,Pla4,Unknown order,Unknown family,Unknown genus3,Unknown species5,0,0,0,28
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Unknown species75,0,0,0,28
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Aquisphaera,Unknown species18,0,0,0.000625,28
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Unknown genus160,Unknown species1,0,0,0.000102,28
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,Unknown species92,0,0,0.000176,28
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species280,0,0,0,28
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species292,0,0,0,28
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species356,0,0,0,28
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species437,0,0,0,28
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species64,0,0,0,28
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species80,0,0.001363,0.000306,28
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Unknown species94,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis biprosthecium,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas diminuta,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unknown species100,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unknown species12,0,0,0.000986,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unknown species2,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unknown species20,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Unknown species35,0,0,0.001088,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter vibrioides,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species22,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species6,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species69,0,0,0.001123,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species72,0,0,0.00517,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species74,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unknown species78,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium koreense,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unknown family,Unknown genus19,Unknown species1,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unknown family,Unknown genus4,Unknown species2,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unknown family,Unknown genus63,Unknown species1,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Unknown genus2,Unknown species1,0,0,0.001245,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Afipia felis,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unknown genus30,Unknown species1,0,0,0.006692,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species17,0,0,0.011723,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species2,0,0,0.012423,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species30,0,0,0.007873,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species34,0,0,0.000109,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species35,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species62,0,0,0.023689,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species63,0,0,0.003442,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species66,0,0,0.003405,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species68,0,0,0.002483,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species69,0,0,0.002874,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species7,0,0,0.043049,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species71,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species73,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species75,0,0,0.000717,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Unknown species9,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Unknown species23,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Unknown species86,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown species108,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown species110,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown species93,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium canariense,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium diazoefficiens,0,0,0.00094,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium elkanii,0,0.034111,0.005398,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter vulgaris,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter winogradskyi,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unknown species12,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unknown species132,0,0,0.001675,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unknown species200,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unknown species215,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unknown species32,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unknown species178,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unknown species179,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Unknown species184,0,0,0.00009,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species172,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species177,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species369,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species387,0,0,0.001308,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species389,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species412,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species419,0,0,0.002823,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species426,0,0,0.000618,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unknown species477,0,0,0.000058,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Unknown species115,0.001258,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Unknown species15,0,0,0.000479,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium extorquens,0,0,0.00082,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium fujisawaense,0,0,0.000255,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium mesophilicum,0,0,0.00069,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium oxalidis,0,0,0.001053,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium soli,0,0,0.002272,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Unknown species27,0,0,0.005627,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Unknown species4,0,0,0.001593,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga aerilata,0,0,0.002538,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga aerophila,0,0,0.007565,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga flocculans,0,0,0.008999,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga guangxiensis,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga subterranea,0,0,0.002354,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Unknown species1,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Defluvibacter,Unknown species4,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Unknown species14,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Unknown species38,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Unknown species7,0,0,0.001099,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium amorphae,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium loti,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium opportunistum,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,Phyllobacterium endophyticum,0,0,0.00127,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown species108,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown species117,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown species165,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown species170,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown species234,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown species251,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Unknown genus46,Unknown species1,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer fredii,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer medicae,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer meliloti,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium alkalisoli,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium cellulosilyticum,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium etli,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium galegae,0,0.022395,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium huautlense,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,0,0.024902,0.005096,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium radiobacter,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,Shinella granuli,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,Unknown species29,0,0,0.001247,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,Unknown species35,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Unknown genus12,Unknown species1,0,0.00619,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unknown family,Unknown genus18,Unknown species1,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unknown family,Unknown genus194,Unknown species1,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,Ancylobacter aquaticus,0,0.000258,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Unknown genus85,Unknown species2,0,0.001658,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aminovorans,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Unknown genus114,Unknown species2,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Unknown genus114,Unknown species3,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Unknown genus36,Unknown species1,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Unknown species81,0,0,0.001472,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas mucosa,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unknown genus110,Unknown species1,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unknown genus172,Unknown species1,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unknown genus31,Unknown species2,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unknown genus37,Unknown species1,0,0,0,28
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unknown genus54,Unknown species5,0,0,0.001032,28
